2025-12-17 16:38:33,488 - INFO - 尝试连接服务器: 121.36.81.195:7709
2025-12-17 16:38:33,703 - INFO - 成功连接服务器: 121.36.81.195:7709
2025-12-17 16:39:30,774 - INFO - 成功获取300969的K线数据，耗时: 0.06秒, 记录数: 264
2025-12-17 16:39:30,859 - INFO - 成功获取301349的K线数据，耗时: 0.07秒, 记录数: 264
2025-12-17 16:39:30,937 - INFO - 成功获取301398的K线数据，耗时: 0.07秒, 记录数: 264
2025-12-17 16:39:31,017 - INFO - 成功获取300046的K线数据，耗时: 0.07秒, 记录数: 259
2025-12-17 16:39:31,096 - INFO - 成功获取300169的K线数据，耗时: 0.06秒, 记录数: 264
2025-12-17 16:39:31,174 - INFO - 成功获取300368的K线数据，耗时: 0.06秒, 记录数: 263
2025-12-17 16:39:31,258 - INFO - 成功获取300591的K线数据，耗时: 0.07秒, 记录数: 264
2025-12-17 16:39:31,334 - INFO - 成功获取300600的K线数据，耗时: 0.06秒, 记录数: 263
2025-12-17 16:39:31,415 - INFO - 成功获取300649的K线数据，耗时: 0.06秒, 记录数: 264
2025-12-17 16:39:31,492 - INFO - 成功获取300803的K线数据，耗时: 0.06秒, 记录数: 264
2025-12-17 16:39:31,584 - INFO - 成功获取300960的K线数据，耗时: 0.08秒, 记录数: 264
2025-12-17 16:39:31,661 - INFO - 成功获取301312的K线数据，耗时: 0.06秒, 记录数: 264
2025-12-17 16:39:31,736 - INFO - 成功获取301357的K线数据，耗时: 0.06秒, 记录数: 254
2025-12-17 16:39:31,814 - INFO - 成功获取300414的K线数据，耗时: 0.06秒, 记录数: 264
2025-12-17 16:39:31,889 - INFO - 成功获取300635的K线数据，耗时: 0.06秒, 记录数: 261
2025-12-17 16:39:31,968 - INFO - 成功获取300730的K线数据，耗时: 0.07秒, 记录数: 264
2025-12-17 16:39:32,043 - INFO - 成功获取300810的K线数据，耗时: 0.06秒, 记录数: 264
2025-12-17 16:39:32,120 - INFO - 成功获取301022的K线数据，耗时: 0.06秒, 记录数: 264
2025-12-17 16:39:32,194 - INFO - 成功获取301319的K线数据，耗时: 0.06秒, 记录数: 264
2025-12-17 16:39:32,267 - INFO - 成功获取301565的K线数据，耗时: 0.06秒, 记录数: 264
2025-12-17 16:39:32,347 - INFO - 成功获取300536的K线数据，耗时: 0.07秒, 记录数: 262
2025-12-17 16:39:32,422 - INFO - 成功获取300650的K线数据，耗时: 0.06秒, 记录数: 263
2025-12-17 16:39:32,503 - INFO - 成功获取300697的K线数据，耗时: 0.07秒, 记录数: 263
2025-12-17 16:39:32,577 - INFO - 成功获取300965的K线数据，耗时: 0.06秒, 记录数: 262
2025-12-17 16:39:32,655 - INFO - 成功获取300991的K线数据，耗时: 0.06秒, 记录数: 263
2025-12-17 16:39:32,730 - INFO - 成功获取300993的K线数据，耗时: 0.06秒, 记录数: 263
2025-12-17 16:39:32,804 - INFO - 成功获取301024的K线数据，耗时: 0.06秒, 记录数: 263
2025-12-17 16:39:32,879 - INFO - 成功获取301408的K线数据，耗时: 0.06秒, 记录数: 263
2025-12-17 16:39:32,953 - INFO - 成功获取300269的K线数据，耗时: 0.06秒, 记录数: 263
2025-12-17 16:39:33,030 - INFO - 成功获取300293的K线数据，耗时: 0.06秒, 记录数: 263
2025-12-17 16:39:33,105 - INFO - 成功获取300581的K线数据，耗时: 0.06秒, 记录数: 263
2025-12-17 16:39:33,182 - INFO - 成功获取300600的K线数据，耗时: 0.06秒, 记录数: 262
2025-12-17 16:39:33,261 - INFO - 成功获取300649的K线数据，耗时: 0.06秒, 记录数: 263
2025-12-17 16:39:33,335 - INFO - 成功获取300882的K线数据，耗时: 0.06秒, 记录数: 263
2025-12-17 16:39:33,408 - INFO - 成功获取300971的K线数据，耗时: 0.06秒, 记录数: 263
2025-12-17 16:39:33,483 - INFO - 成功获取301125的K线数据，耗时: 0.06秒, 记录数: 263
2025-12-17 16:39:33,555 - INFO - 成功获取301129的K线数据，耗时: 0.06秒, 记录数: 263
2025-12-17 16:39:33,657 - INFO - 成功获取300030的K线数据，耗时: 0.06秒, 记录数: 264
2025-12-17 16:39:33,733 - INFO - 成功获取300196的K线数据，耗时: 0.06秒, 记录数: 264
2025-12-17 16:39:33,808 - INFO - 成功获取300324的K线数据，耗时: 0.06秒, 记录数: 264
2025-12-17 16:39:33,884 - INFO - 成功获取300452的K线数据，耗时: 0.06秒, 记录数: 264
2025-12-17 16:39:33,961 - INFO - 成功获取300527的K线数据，耗时: 0.06秒, 记录数: 264
2025-12-17 16:39:34,039 - INFO - 成功获取300554的K线数据，耗时: 0.07秒, 记录数: 264
2025-12-17 16:39:34,114 - INFO - 成功获取300665的K线数据，耗时: 0.06秒, 记录数: 264
2025-12-17 16:39:34,199 - INFO - 成功获取301373的K线数据，耗时: 0.07秒, 记录数: 264
2025-12-17 16:39:34,285 - INFO - 成功获取300094的K线数据，耗时: 0.07秒, 记录数: 264
2025-12-17 16:39:34,360 - INFO - 成功获取300160的K线数据，耗时: 0.06秒, 记录数: 264
2025-12-17 16:39:34,439 - INFO - 成功获取300670的K线数据，耗时: 0.06秒, 记录数: 264
2025-12-17 16:39:34,518 - INFO - 成功获取300821的K线数据，耗时: 0.06秒, 记录数: 264
2025-12-17 16:39:34,591 - INFO - 成功获取300961的K线数据，耗时: 0.06秒, 记录数: 264
2025-12-17 16:39:34,665 - INFO - 成功获取301388的K线数据，耗时: 0.06秒, 记录数: 264
2025-12-17 16:39:34,781 - INFO - 成功获取300436的K线数据，耗时: 0.10秒, 记录数: 264
2025-12-17 16:39:34,859 - INFO - 成功获取301150的K线数据，耗时: 0.06秒, 记录数: 264
2025-12-17 16:39:34,940 - INFO - 成功获取301176的K线数据，耗时: 0.07秒, 记录数: 264
2025-12-17 16:39:35,018 - INFO - 成功获取301306的K线数据，耗时: 0.06秒, 记录数: 264
2025-12-17 16:39:35,090 - INFO - 成功获取301533的K线数据，耗时: 0.06秒, 记录数: 264
2025-12-17 16:39:35,167 - INFO - 成功获取300649的K线数据，耗时: 0.06秒, 记录数: 263
2025-12-17 16:39:35,249 - INFO - 成功获取300921的K线数据，耗时: 0.07秒, 记录数: 263
2025-12-17 16:39:35,327 - INFO - 成功获取301024的K线数据，耗时: 0.06秒, 记录数: 263
2025-12-17 16:39:35,403 - INFO - 成功获取301389的K线数据，耗时: 0.06秒, 记录数: 263
2025-12-17 16:39:35,477 - INFO - 成功获取300246的K线数据，耗时: 0.06秒, 记录数: 263
2025-12-17 16:39:35,551 - INFO - 成功获取300847的K线数据，耗时: 0.06秒, 记录数: 263
2025-12-17 16:39:35,627 - INFO - 成功获取300897的K线数据，耗时: 0.06秒, 记录数: 258
2025-12-17 16:39:35,701 - INFO - 成功获取300915的K线数据，耗时: 0.06秒, 记录数: 263
2025-12-17 16:39:35,779 - INFO - 成功获取300982的K线数据，耗时: 0.06秒, 记录数: 263
2025-12-17 16:39:35,857 - INFO - 成功获取301193的K线数据，耗时: 0.06秒, 记录数: 263
2025-12-17 16:39:35,932 - INFO - 成功获取301208的K线数据，耗时: 0.06秒, 记录数: 263
2025-12-17 16:39:36,011 - INFO - 成功获取301234的K线数据，耗时: 0.06秒, 记录数: 263
2025-12-17 16:39:36,088 - INFO - 成功获取301388的K线数据，耗时: 0.06秒, 记录数: 263
2025-12-17 16:39:36,158 - INFO - 成功获取301501的K线数据，耗时: 0.05秒, 记录数: 95
2025-12-17 16:39:36,231 - INFO - 成功获取300930的K线数据，耗时: 0.06秒, 记录数: 264
2025-12-17 16:39:36,305 - INFO - 成功获取301123的K线数据，耗时: 0.06秒, 记录数: 264
2025-12-17 16:39:36,383 - INFO - 成功获取301176的K线数据，耗时: 0.06秒, 记录数: 264
2025-12-17 16:39:36,464 - INFO - 成功获取301526的K线数据，耗时: 0.07秒, 记录数: 264
2025-12-17 16:39:36,539 - INFO - 成功获取301658的K线数据，耗时: 0.06秒, 记录数: 86
2025-12-17 16:39:36,610 - INFO - 成功获取300371的K线数据，耗时: 0.06秒, 记录数: 264
2025-12-17 16:39:36,685 - INFO - 成功获取300778的K线数据，耗时: 0.06秒, 记录数: 264
2025-12-17 16:39:36,761 - INFO - 成功获取300860的K线数据，耗时: 0.06秒, 记录数: 264
2025-12-17 16:39:36,836 - INFO - 成功获取301120的K线数据，耗时: 0.06秒, 记录数: 264
2025-12-17 16:39:36,912 - INFO - 成功获取301217的K线数据，耗时: 0.06秒, 记录数: 264
2025-12-17 16:39:36,985 - INFO - 成功获取301378的K线数据，耗时: 0.06秒, 记录数: 264
2025-12-17 16:39:37,060 - INFO - 成功获取300996的K线数据，耗时: 0.06秒, 记录数: 264
2025-12-17 16:39:37,134 - INFO - 成功获取300066的K线数据，耗时: 0.06秒, 记录数: 263
2025-12-17 16:39:37,212 - INFO - 成功获取300226的K线数据，耗时: 0.06秒, 记录数: 263
2025-12-17 16:39:37,287 - INFO - 成功获取300551的K线数据，耗时: 0.06秒, 记录数: 263
2025-12-17 16:39:37,366 - INFO - 成功获取300600的K线数据，耗时: 0.07秒, 记录数: 262
2025-12-17 16:39:37,447 - INFO - 成功获取300631的K线数据，耗时: 0.06秒, 记录数: 263
2025-12-17 16:39:37,521 - INFO - 成功获取300006的K线数据，耗时: 0.06秒, 记录数: 263
2025-12-17 16:39:37,597 - INFO - 成功获取300195的K线数据，耗时: 0.06秒, 记录数: 263
2025-12-17 16:39:37,682 - INFO - 成功获取300950的K线数据，耗时: 0.07秒, 记录数: 253
2025-12-17 16:39:37,755 - INFO - 成功获取301388的K线数据，耗时: 0.06秒, 记录数: 263
2025-12-17 16:39:37,834 - INFO - 成功获取300378的K线数据，耗时: 0.06秒, 记录数: 264
2025-12-17 16:39:37,909 - INFO - 成功获取300502的K线数据，耗时: 0.06秒, 记录数: 264
2025-12-17 16:39:37,980 - INFO - 成功获取300839的K线数据，耗时: 0.06秒, 记录数: 259
2025-12-17 16:39:38,054 - INFO - 成功获取300819的K线数据，耗时: 0.06秒, 记录数: 264
2025-12-17 16:39:38,136 - INFO - 成功获取300950的K线数据，耗时: 0.07秒, 记录数: 254
2025-12-17 16:39:38,210 - INFO - 成功获取301012的K线数据，耗时: 0.06秒, 记录数: 262
2025-12-17 16:39:38,290 - INFO - 成功获取300644的K线数据，耗时: 0.07秒, 记录数: 264
2025-12-17 16:39:38,366 - INFO - 成功获取300830的K线数据，耗时: 0.06秒, 记录数: 264
2025-12-17 16:39:38,444 - INFO - 成功获取300878的K线数据，耗时: 0.06秒, 记录数: 264
2025-12-17 16:39:38,517 - INFO - 成功获取301132的K线数据，耗时: 0.06秒, 记录数: 264
2025-12-17 16:39:38,598 - INFO - 成功获取300283的K线数据，耗时: 0.07秒, 记录数: 263
2025-12-17 16:39:38,676 - INFO - 成功获取300588的K线数据，耗时: 0.06秒, 记录数: 258
2025-12-17 16:39:38,755 - INFO - 成功获取300631的K线数据，耗时: 0.06秒, 记录数: 263
2025-12-17 16:39:38,830 - INFO - 成功获取300564的K线数据，耗时: 0.06秒, 记录数: 263
2025-12-17 16:39:38,905 - INFO - 成功获取300588的K线数据，耗时: 0.06秒, 记录数: 258
2025-12-17 16:39:38,980 - INFO - 成功获取300617的K线数据，耗时: 0.06秒, 记录数: 263
2025-12-17 16:39:39,055 - INFO - 成功获取300683的K线数据，耗时: 0.06秒, 记录数: 263
2025-12-17 16:39:39,129 - INFO - 成功获取300718的K线数据，耗时: 0.06秒, 记录数: 263
2025-12-17 16:39:39,210 - INFO - 成功获取300722的K线数据，耗时: 0.07秒, 记录数: 263
2025-12-17 16:39:39,304 - INFO - 成功获取300723的K线数据，耗时: 0.08秒, 记录数: 263
2025-12-17 16:39:39,384 - INFO - 成功获取300808的K线数据，耗时: 0.07秒, 记录数: 263
2025-12-17 16:39:39,460 - INFO - 成功获取300865的K线数据，耗时: 0.06秒, 记录数: 263
2025-12-17 16:39:39,543 - INFO - 成功获取301038的K线数据，耗时: 0.07秒, 记录数: 263
2025-12-17 16:39:39,618 - INFO - 成功获取301151的K线数据，耗时: 0.06秒, 记录数: 263
2025-12-17 16:39:39,694 - INFO - 成功获取301161的K线数据，耗时: 0.06秒, 记录数: 263
2025-12-17 16:39:39,773 - INFO - 成功获取300021的K线数据，耗时: 0.06秒, 记录数: 264
2025-12-17 16:39:39,847 - INFO - 成功获取300095的K线数据，耗时: 0.06秒, 记录数: 264
2025-12-17 16:39:39,935 - INFO - 成功获取300215的K线数据，耗时: 0.07秒, 记录数: 264
2025-12-17 16:39:40,012 - INFO - 成功获取300411的K线数据，耗时: 0.06秒, 记录数: 264
2025-12-17 16:39:40,086 - INFO - 成功获取300588的K线数据，耗时: 0.06秒, 记录数: 259
2025-12-17 16:39:40,161 - INFO - 成功获取300158的K线数据，耗时: 0.06秒, 记录数: 264
2025-12-17 16:39:40,236 - INFO - 成功获取300588的K线数据，耗时: 0.06秒, 记录数: 259
2025-12-17 16:39:40,317 - INFO - 成功获取300877的K线数据，耗时: 0.07秒, 记录数: 264
2025-12-17 16:39:40,398 - INFO - 成功获取300955的K线数据，耗时: 0.07秒, 记录数: 264
2025-12-17 16:39:40,475 - INFO - 成功获取300086的K线数据，耗时: 0.06秒, 记录数: 264
2025-12-17 16:39:40,552 - INFO - 成功获取300122的K线数据，耗时: 0.06秒, 记录数: 264
2025-12-17 16:39:40,631 - INFO - 成功获取300189的K线数据，耗时: 0.06秒, 记录数: 264
2025-12-17 16:39:40,708 - INFO - 成功获取300528的K线数据，耗时: 0.06秒, 记录数: 264
2025-12-17 16:39:40,786 - INFO - 成功获取300539的K线数据，耗时: 0.06秒, 记录数: 264
2025-12-17 16:39:40,865 - INFO - 成功获取300588的K线数据，耗时: 0.06秒, 记录数: 259
2025-12-17 16:39:40,942 - INFO - 成功获取301217的K线数据，耗时: 0.06秒, 记录数: 264
2025-12-17 16:39:41,018 - INFO - 成功获取300588的K线数据，耗时: 0.06秒, 记录数: 258
2025-12-17 16:39:41,095 - INFO - 成功获取300706的K线数据，耗时: 0.06秒, 记录数: 263
2025-12-17 16:39:41,180 - INFO - 成功获取300781的K线数据，耗时: 0.07秒, 记录数: 259
2025-12-17 16:39:41,258 - INFO - 成功获取300869的K线数据，耗时: 0.06秒, 记录数: 263
2025-12-17 16:39:41,335 - INFO - 成功获取301067的K线数据，耗时: 0.06秒, 记录数: 263
2025-12-17 16:39:41,421 - INFO - 成功获取300528的K线数据，耗时: 0.07秒, 记录数: 263
2025-12-17 16:39:41,507 - INFO - 成功获取300322的K线数据，耗时: 0.07秒, 记录数: 263
2025-12-17 16:39:41,586 - INFO - 成功获取301200的K线数据，耗时: 0.06秒, 记录数: 263
2025-12-17 16:39:41,666 - INFO - 成功获取301217的K线数据，耗时: 0.06秒, 记录数: 263
2025-12-17 16:39:41,776 - INFO - 成功获取301372的K线数据，耗时: 0.10秒, 记录数: 264
2025-12-17 16:39:41,851 - INFO - 成功获取300885的K线数据，耗时: 0.06秒, 记录数: 264
2025-12-17 16:39:41,930 - INFO - 成功获取300149的K线数据，耗时: 0.07秒, 记录数: 264
2025-12-17 16:39:42,005 - INFO - 成功获取301038的K线数据，耗时: 0.06秒, 记录数: 264
2025-12-17 16:39:42,084 - INFO - 成功获取301235的K线数据，耗时: 0.06秒, 记录数: 264
2025-12-17 16:39:42,159 - INFO - 成功获取300965的K线数据，耗时: 0.06秒, 记录数: 263
2025-12-17 16:39:42,236 - INFO - 成功获取300732的K线数据，耗时: 0.06秒, 记录数: 264
2025-12-17 16:39:42,309 - INFO - 成功获取300877的K线数据，耗时: 0.06秒, 记录数: 264
2025-12-17 16:39:42,392 - INFO - 成功获取300289的K线数据，耗时: 0.07秒, 记录数: 264
2025-12-17 16:39:42,466 - INFO - 成功获取301489的K线数据，耗时: 0.06秒, 记录数: 264
2025-12-17 16:39:42,538 - INFO - 成功获取300966的K线数据，耗时: 0.06秒, 记录数: 264
2025-12-17 16:39:42,614 - INFO - 成功获取300579的K线数据，耗时: 0.06秒, 记录数: 264
2025-12-17 16:39:42,690 - INFO - 成功获取301171的K线数据，耗时: 0.06秒, 记录数: 264
2025-12-17 16:39:42,770 - INFO - 成功获取300009的K线数据，耗时: 0.07秒, 记录数: 264
2025-12-17 16:39:42,844 - INFO - 成功获取300733的K线数据，耗时: 0.06秒, 记录数: 264
2025-12-17 16:39:42,917 - INFO - 成功获取300329的K线数据，耗时: 0.06秒, 记录数: 258
2025-12-17 16:39:42,997 - INFO - 成功获取300486的K线数据，耗时: 0.07秒, 记录数: 258
2025-12-17 16:39:43,074 - INFO - 成功获取300500的K线数据，耗时: 0.06秒, 记录数: 263
2025-12-17 16:39:43,154 - INFO - 成功获取300724的K线数据，耗时: 0.06秒, 记录数: 263
2025-12-17 16:39:43,229 - INFO - 成功获取300858的K线数据，耗时: 0.06秒, 记录数: 263
2025-12-17 16:39:43,304 - INFO - 成功获取300878的K线数据，耗时: 0.06秒, 记录数: 263
2025-12-17 16:39:43,380 - INFO - 成功获取300199的K线数据，耗时: 0.06秒, 记录数: 263
2025-12-17 16:39:43,473 - INFO - 成功获取300584的K线数据，耗时: 0.08秒, 记录数: 263
2025-12-17 16:39:43,554 - INFO - 成功获取300696的K线数据，耗时: 0.07秒, 记录数: 263
2025-12-17 16:39:43,629 - INFO - 成功获取300830的K线数据，耗时: 0.06秒, 记录数: 263
2025-12-17 16:39:43,705 - INFO - 成功获取300965的K线数据，耗时: 0.06秒, 记录数: 262
2025-12-17 16:39:43,788 - INFO - 成功获取301357的K线数据，耗时: 0.07秒, 记录数: 253
2025-12-17 16:39:43,863 - INFO - 成功获取301389的K线数据，耗时: 0.06秒, 记录数: 263
2025-12-17 16:39:43,937 - INFO - 成功获取300069的K线数据，耗时: 0.06秒, 记录数: 254
2025-12-17 16:39:44,230 - INFO - 成功获取300689的K线数据，耗时: 0.28秒, 记录数: 264
2025-12-17 16:39:44,489 - INFO - 成功获取300916的K线数据，耗时: 0.15秒, 记录数: 264
2025-12-17 16:39:44,834 - INFO - 成功获取300943的K线数据，耗时: 0.24秒, 记录数: 254
2025-12-17 16:39:45,169 - INFO - 成功获取300960的K线数据，耗时: 0.18秒, 记录数: 264
2025-12-17 16:39:45,518 - INFO - 成功获取301076的K线数据，耗时: 0.19秒, 记录数: 264
2025-12-17 16:39:45,630 - INFO - 成功获取300166的K线数据，耗时: 0.10秒, 记录数: 264
2025-12-17 16:39:45,712 - INFO - 成功获取300572的K线数据，耗时: 0.07秒, 记录数: 259
2025-12-17 16:39:45,784 - INFO - 成功获取300600的K线数据，耗时: 0.06秒, 记录数: 263
2025-12-17 16:39:45,865 - INFO - 成功获取300731的K线数据，耗时: 0.06秒, 记录数: 264
2025-12-17 16:39:45,938 - INFO - 成功获取300875的K线数据，耗时: 0.06秒, 记录数: 264
2025-12-17 16:39:46,021 - INFO - 成功获取300885的K线数据，耗时: 0.07秒, 记录数: 264
2025-12-17 16:39:46,366 - INFO - 成功获取300906的K线数据，耗时: 0.33秒, 记录数: 264
2025-12-17 16:39:46,736 - INFO - 成功获取301069的K线数据，耗时: 0.22秒, 记录数: 264
2025-12-17 16:39:46,933 - INFO - 成功获取301117的K线数据，耗时: 0.07秒, 记录数: 264
2025-12-17 16:39:47,007 - INFO - 成功获取301357的K线数据，耗时: 0.06秒, 记录数: 254
2025-12-17 16:39:47,078 - INFO - 成功获取301616的K线数据，耗时: 0.06秒, 记录数: 111
2025-12-17 16:39:47,152 - INFO - 成功获取300224的K线数据，耗时: 0.06秒, 记录数: 264
2025-12-17 16:39:47,226 - INFO - 成功获取300289的K线数据，耗时: 0.06秒, 记录数: 264
2025-12-17 16:39:47,299 - INFO - 成功获取300322的K线数据，耗时: 0.06秒, 记录数: 264
2025-12-17 16:39:47,378 - INFO - 成功获取300671的K线数据，耗时: 0.07秒, 记录数: 264
2025-12-17 16:39:47,453 - INFO - 成功获取300706的K线数据，耗时: 0.06秒, 记录数: 264
2025-12-17 16:39:47,529 - INFO - 成功获取300981的K线数据，耗时: 0.06秒, 记录数: 264
2025-12-17 16:39:47,605 - INFO - 成功获取301129的K线数据，耗时: 0.06秒, 记录数: 264
2025-12-17 16:39:47,680 - INFO - 成功获取300780的K线数据，耗时: 0.06秒, 记录数: 263
2025-12-17 16:39:47,754 - INFO - 成功获取300859的K线数据，耗时: 0.06秒, 记录数: 263
2025-12-17 16:39:47,829 - INFO - 成功获取301038的K线数据，耗时: 0.06秒, 记录数: 263
2025-12-17 16:39:47,902 - INFO - 成功获取301048的K线数据，耗时: 0.06秒, 记录数: 263
2025-12-17 16:39:47,976 - INFO - 成功获取301112的K线数据，耗时: 0.06秒, 记录数: 253
2025-12-17 16:39:48,071 - INFO - 成功获取301232的K线数据，耗时: 0.08秒, 记录数: 263
2025-12-17 16:39:48,310 - INFO - 成功获取300158的K线数据，耗时: 0.22秒, 记录数: 263
2025-12-17 16:39:48,416 - INFO - 成功获取300304的K线数据，耗时: 0.09秒, 记录数: 263
2025-12-17 16:39:48,530 - INFO - 成功获取300690的K线数据，耗时: 0.09秒, 记录数: 263
2025-12-17 16:39:48,691 - INFO - 成功获取300752的K线数据，耗时: 0.15秒, 记录数: 263
2025-12-17 16:39:48,769 - INFO - 成功获取300870的K线数据，耗时: 0.06秒, 记录数: 263
2025-12-17 16:39:48,849 - INFO - 成功获取300993的K线数据，耗时: 0.06秒, 记录数: 263
2025-12-17 16:39:48,927 - INFO - 成功获取301005的K线数据，耗时: 0.06秒, 记录数: 263
2025-12-17 16:39:49,001 - INFO - 成功获取301022的K线数据，耗时: 0.06秒, 记录数: 263
2025-12-17 16:39:49,075 - INFO - 成功获取301251的K线数据，耗时: 0.06秒, 记录数: 263
2025-12-17 16:39:49,150 - INFO - 成功获取301502的K线数据，耗时: 0.06秒, 记录数: 263
2025-12-17 16:39:49,226 - INFO - 成功获取300620的K线数据，耗时: 0.06秒, 记录数: 254
2025-12-17 16:39:49,315 - INFO - 成功获取300815的K线数据，耗时: 0.07秒, 记录数: 264
2025-12-17 16:39:49,390 - INFO - 成功获取300637的K线数据，耗时: 0.06秒, 记录数: 264
2025-12-17 16:39:49,466 - INFO - 成功获取301486的K线数据，耗时: 0.06秒, 记录数: 254
2025-12-17 16:39:49,551 - INFO - 成功获取300237的K线数据，耗时: 0.07秒, 记录数: 264
2025-12-17 16:39:49,625 - INFO - 成功获取300290的K线数据，耗时: 0.06秒, 记录数: 264
2025-12-17 16:39:49,700 - INFO - 成功获取300757的K线数据，耗时: 0.06秒, 记录数: 264
2025-12-17 16:39:49,779 - INFO - 成功获取300395的K线数据，耗时: 0.06秒, 记录数: 264
2025-12-17 16:39:49,855 - INFO - 成功获取301217的K线数据，耗时: 0.06秒, 记录数: 264
2025-12-17 16:39:49,930 - INFO - 成功获取300814的K线数据，耗时: 0.06秒, 记录数: 263
2025-12-17 16:39:50,005 - INFO - 成功获取300730的K线数据，耗时: 0.06秒, 记录数: 263
2025-12-17 16:39:50,082 - INFO - 成功获取301526的K线数据，耗时: 0.06秒, 记录数: 263
2025-12-17 16:39:50,155 - INFO - 成功获取300547的K线数据，耗时: 0.06秒, 记录数: 263
2025-12-17 16:39:50,231 - INFO - 成功获取300803的K线数据，耗时: 0.06秒, 记录数: 263
2025-12-17 16:39:50,591 - INFO - 成功获取300539的K线数据，耗时: 0.34秒, 记录数: 263
2025-12-17 16:39:50,999 - INFO - 成功获取300810的K线数据，耗时: 0.17秒, 记录数: 263
2025-12-17 16:39:51,176 - INFO - 成功获取300049的K线数据，耗时: 0.10秒, 记录数: 263
2025-12-17 16:39:51,301 - INFO - 成功获取300426的K线数据，耗时: 0.11秒, 记录数: 263
2025-12-17 16:39:51,463 - INFO - 成功获取300133的K线数据，耗时: 0.15秒, 记录数: 263
2025-12-17 16:39:51,618 - INFO - 成功获取300499的K线数据，耗时: 0.06秒, 记录数: 263
2025-12-17 16:39:51,692 - INFO - 成功获取301123的K线数据，耗时: 0.06秒, 记录数: 263
2025-12-17 16:39:51,768 - INFO - 成功获取300995的K线数据，耗时: 0.06秒, 记录数: 263
2025-12-17 16:39:51,846 - INFO - 成功获取301128的K线数据，耗时: 0.06秒, 记录数: 263
2025-12-17 16:39:51,920 - INFO - 成功获取301226的K线数据，耗时: 0.06秒, 记录数: 263
2025-12-17 16:39:51,993 - INFO - 成功获取300153的K线数据，耗时: 0.06秒, 记录数: 263
2025-12-17 16:39:52,066 - INFO - 成功获取301165的K线数据，耗时: 0.06秒, 记录数: 263
2025-12-17 16:39:52,144 - INFO - 成功获取300767的K线数据，耗时: 0.06秒, 记录数: 263
2025-12-17 16:39:52,231 - INFO - 成功获取301151的K线数据，耗时: 0.07秒, 记录数: 263
2025-12-17 16:39:52,317 - INFO - 成功获取300727的K线数据，耗时: 0.07秒, 记录数: 263
2025-12-17 16:39:52,390 - INFO - 成功获取301321的K线数据，耗时: 0.06秒, 记录数: 264
2025-12-17 16:39:52,468 - INFO - 成功获取300404的K线数据，耗时: 0.06秒, 记录数: 264
2025-12-17 16:39:52,536 - INFO - 成功获取301632的K线数据，耗时: 0.06秒, 记录数: 27
2025-12-17 16:39:52,608 - INFO - 成功获取300598的K线数据，耗时: 0.06秒, 记录数: 264
2025-12-17 16:39:52,684 - INFO - 成功获取300642的K线数据，耗时: 0.06秒, 记录数: 264
2025-12-17 16:39:52,767 - INFO - 成功获取300536的K线数据，耗时: 0.07秒, 记录数: 263
2025-12-17 16:39:52,840 - INFO - 成功获取300328的K线数据，耗时: 0.06秒, 记录数: 264
2025-12-17 16:39:52,914 - INFO - 成功获取301041的K线数据，耗时: 0.06秒, 记录数: 264
2025-12-17 16:39:52,985 - INFO - 成功获取300893的K线数据，耗时: 0.06秒, 记录数: 264
2025-12-17 16:39:53,058 - INFO - 成功获取300701的K线数据，耗时: 0.06秒, 记录数: 264
2025-12-17 16:39:53,130 - INFO - 成功获取300686的K线数据，耗时: 0.06秒, 记录数: 264
2025-12-17 16:39:53,205 - INFO - 成功获取301008的K线数据，耗时: 0.06秒, 记录数: 264
2025-12-17 16:39:53,281 - INFO - 成功获取300478的K线数据，耗时: 0.06秒, 记录数: 262
2025-12-17 16:39:53,362 - INFO - 成功获取300352的K线数据，耗时: 0.06秒, 记录数: 264
2025-12-17 16:39:53,496 - INFO - 成功获取300192的K线数据，耗时: 0.11秒, 记录数: 263
2025-12-17 16:39:53,583 - INFO - 成功获取300066的K线数据，耗时: 0.07秒, 记录数: 263
2025-12-17 16:39:53,700 - INFO - 成功获取300113的K线数据，耗时: 0.10秒, 记录数: 263
2025-12-17 16:39:53,780 - INFO - 成功获取301377的K线数据，耗时: 0.06秒, 记录数: 263
2025-12-17 16:39:53,855 - INFO - 成功获取300418的K线数据，耗时: 0.06秒, 记录数: 263
2025-12-17 16:39:53,934 - INFO - 成功获取300767的K线数据，耗时: 0.06秒, 记录数: 263
2025-12-17 16:39:54,016 - INFO - 成功获取301259的K线数据，耗时: 0.07秒, 记录数: 263
2025-12-17 16:39:54,095 - INFO - 成功获取300503的K线数据，耗时: 0.06秒, 记录数: 263
2025-12-17 16:39:54,167 - INFO - 成功获取300364的K线数据，耗时: 0.06秒, 记录数: 263
2025-12-17 16:39:54,245 - INFO - 成功获取300748的K线数据，耗时: 0.06秒, 记录数: 263
2025-12-17 16:39:54,321 - INFO - 成功获取300757的K线数据，耗时: 0.06秒, 记录数: 263
2025-12-17 16:39:54,420 - INFO - 成功获取300683的K线数据，耗时: 0.08秒, 记录数: 263
2025-12-17 16:39:54,510 - INFO - 成功获取301396的K线数据，耗时: 0.07秒, 记录数: 263
2025-12-17 16:39:54,610 - INFO - 成功获取301128的K线数据，耗时: 0.08秒, 记录数: 263
2025-12-17 16:39:54,690 - INFO - 成功获取300971的K线数据，耗时: 0.06秒, 记录数: 264
